subscription_event_id,customer_id,subscription_id,event_type,plan,created_at
subevt_001375,cust_0242,sub_00596,renew,pro,2026-01-13T04:48:45Z
subevt_001672,cust_0054,sub_00724,start,enterprise,2026-01-15T09:11:10Z
subevt_001891,cust_0281,sub_00823,start,enterprise,2026-01-31T18:02:02Z
subevt_000749,cust_0092,sub_00320,start,pro,2026-01-23T23:54:44Z
subevt_002366,cust_0001,sub_01030,cancel,pro,2026-01-27T15:49:48Z
subevt_001660,cust_0147,sub_00719,renew,pro,2026-01-21T19:14:01Z
subevt_002373,cust_0099,sub_01034,start,pro,2026-01-29T10:46:35Z
subevt_002356,cust_0029,sub_01025,cancel,basic,2026-01-27T08:06:30Z
subevt_002105,cust_0136,sub_00917,renew,enterprise,2026-01-16T14:45:07Z
subevt_001873,cust_0134,sub_00814,start,pro,2026-01-19T06:16:40Z
subevt_001707,cust_0303,sub_00741,start,basic,2026-01-22T16:24:59Z
subevt_001270,cust_0345,sub_00545,start,basic,2026-01-08T01:53:33Z
subevt_001425,cust_0116,sub_00618,start,pro,2026-01-10T09:47:41Z
subevt_000628,cust_0226,sub_00267,renew,enterprise,2026-01-10T04:11:04Z
subevt_000174,cust_0113,sub_00070,renew,pro,2026-01-28T04:42:38Z
subevt_001879,cust_0145,sub_00817,start,enterprise,2026-01-05T18:43:33Z
subevt_001594,cust_0242,sub_00692,start,basic,2026-01-27T23:06:25Z
subevt_002399,cust_0224,sub_01047,start,enterprise,2026-01-14T08:33:57Z
subevt_001549,cust_0391,sub_00673,cancel,basic,2026-01-07T02:54:52Z
subevt_001812,cust_0286,sub_00790,cancel,pro,2026-01-31T17:21:55Z
subevt_000825,cust_0302,sub_00353,start,enterprise,2026-01-16T17:27:54Z
subevt_001776,cust_0108,sub_00774,renew,enterprise,2026-01-28T05:20:49Z
subevt_000863,cust_0111,sub_00374,renew,pro,2026-01-17T02:23:23Z
subevt_000609,cust_0114,sub_00258,start,enterprise,2026-01-01T19:20:26Z
subevt_000144,cust_0092,sub_00056,renew,enterprise,2026-01-30T19:28:35Z
subevt_001274,cust_0198,sub_00546,start,pro,2026-01-02T03:04:55Z
subevt_002154,cust_0025,sub_00937,renew,pro,2026-01-12T16:01:40Z
subevt_000398,cust_0360,sub_00167,renew,pro,2026-01-31T15:54:41Z
subevt_000793,cust_0179,sub_00340,start,basic,2026-01-22T09:28:18Z
subevt_002026,cust_0088,sub_00882,start,pro,2026-01-27T11:49:46Z
subevt_000001,cust_0047,sub_00001,start,enterprise,2026-01-31T19:01:05Z
subevt_000776,cust_0316,sub_00331,renew,pro,2026-01-31T13:08:07Z
subevt_002064,cust_0005,sub_00899,start,basic,2026-01-03T13:16:06Z
subevt_001441,cust_0161,sub_00625,start,enterprise,2026-01-15T11:54:27Z
subevt_001841,cust_0320,sub_00802,renew,basic,2026-01-31T21:58:36Z
subevt_001522,cust_0230,sub_00661,renew,basic,2026-01-31T16:17:02Z
subevt_001142,cust_0181,sub_00495,renew,basic,2026-01-29T09:01:21Z
subevt_001105,cust_0370,sub_00476,start,enterprise,2026-01-28T17:04:34Z
subevt_001419,cust_0392,sub_00615,cancel,enterprise,2026-01-25T14:55:49Z
subevt_001840,cust_0320,sub_00802,start,basic,2026-01-28T21:35:42Z
subevt_000621,cust_0309,sub_00264,start,pro,2026-01-31T09:10:34Z
subevt_002392,cust_0190,sub_01043,cancel,enterprise,2026-01-07T01:29:48Z
subevt_001040,cust_0010,sub_00449,renew,basic,2026-01-18T11:47:28Z
subevt_001198,cust_0112,sub_00516,start,basic,2026-01-17T09:34:04Z
subevt_002201,cust_0300,sub_00958,renew,basic,2026-01-31T21:23:57Z
subevt_002055,cust_0028,sub_00894,start,enterprise,2026-01-25T02:14:51Z
subevt_000511,cust_0280,sub_00213,renew,pro,2026-01-31T17:33:22Z
subevt_002234,cust_0295,sub_00974,renew,enterprise,2026-01-17T09:14:20Z
subevt_000081,cust_0256,sub_00030,cancel,basic,2026-01-14T16:45:57Z
subevt_000932,cust_0186,sub_00401,renew,basic,2026-01-25T08:49:07Z
subevt_000392,cust_0142,sub_00164,renew,pro,2026-01-09T12:20:28Z
subevt_000885,cust_0080,sub_00383,start,pro,2026-01-18T20:33:27Z
subevt_000711,cust_0379,sub_00303,start,enterprise,2026-01-07T10:46:13Z
subevt_001576,cust_0385,sub_00685,start,enterprise,2026-01-30T10:10:35Z
subevt_001774,cust_0339,sub_00773,cancel,basic,2026-01-19T10:23:04Z
subevt_000021,cust_0217,sub_00008,cancel,enterprise,2026-01-21T21:45:28Z
subevt_000902,cust_0091,sub_00390,start,pro,2026-01-01T01:13:08Z
subevt_000464,cust_0050,sub_00196,start,enterprise,2026-01-01T20:21:55Z
subevt_001809,cust_0286,sub_00790,start,pro,2026-01-31T13:59:14Z
subevt_000247,cust_0180,sub_00105,renew,basic,2026-01-31T04:36:59Z
subevt_001143,cust_0181,sub_00495,renew,basic,2026-01-31T21:07:47Z
subevt_000327,cust_0079,sub_00139,start,basic,2026-01-19T10:33:41Z
subevt_001148,cust_0177,sub_00497,start,enterprise,2026-01-11T03:53:53Z
subevt_002276,cust_0393,sub_00993,start,basic,2026-01-20T13:45:25Z
subevt_000770,cust_0170,sub_00329,start,enterprise,2026-01-08T07:01:45Z
subevt_002186,cust_0013,sub_00951,renew,enterprise,2026-01-24T19:28:13Z
subevt_000084,cust_0255,sub_00032,start,enterprise,2026-01-23T18:00:23Z
subevt_001025,cust_0317,sub_00443,renew,enterprise,2026-01-16T07:54:29Z
subevt_000298,cust_0349,sub_00125,renew,enterprise,2026-01-17T03:51:56Z
subevt_000709,cust_0067,sub_00302,start,pro,2026-01-21T23:10:21Z
subevt_002256,cust_0305,sub_00984,renew,pro,2026-01-28T16:08:22Z
subevt_002324,cust_0232,sub_01012,start,pro,2026-01-07T09:16:55Z
subevt_001139,cust_0196,sub_00493,renew,pro,2026-01-27T09:27:21Z
subevt_001574,cust_0231,sub_00684,renew,enterprise,2026-01-05T14:30:27Z
subevt_001400,cust_0196,sub_00608,renew,basic,2026-01-11T20:20:49Z
subevt_002140,cust_0220,sub_00933,renew,basic,2026-01-27T19:09:20Z
subevt_001462,cust_0278,sub_00633,renew,pro,2026-01-27T15:51:34Z
subevt_002368,cust_0234,sub_01031,cancel,pro,2026-01-21T22:03:13Z
subevt_001667,cust_0270,sub_00722,renew,basic,2026-01-21T07:29:25Z
subevt_001645,cust_0350,sub_00712,renew,basic,2026-01-29T14:52:39Z
subevt_001269,cust_0324,sub_00544,renew,pro,2026-01-29T03:06:46Z
subevt_000748,cust_0067,sub_00319,start,pro,2026-01-22T07:54:43Z
subevt_000255,cust_0297,sub_00110,start,pro,2026-01-28T00:33:51Z
subevt_001579,cust_0011,sub_00686,renew,enterprise,2026-01-31T21:15:42Z
subevt_001238,cust_0102,sub_00532,start,enterprise,2026-01-23T14:49:22Z
subevt_000110,cust_0169,sub_00042,start,basic,2026-01-12T01:36:53Z
subevt_000977,cust_0396,sub_00421,renew,pro,2026-01-31T04:47:17Z
subevt_000852,cust_0277,sub_00369,start,enterprise,2026-01-30T18:22:37Z
subevt_000979,cust_0198,sub_00422,start,basic,2026-01-07T18:51:09Z
subevt_001528,cust_0340,sub_00663,renew,basic,2026-01-12T01:42:39Z
subevt_002287,cust_0391,sub_00997,start,basic,2026-01-10T12:32:40Z
subevt_000889,cust_0361,sub_00384,cancel,enterprise,2026-01-12T18:13:25Z
subevt_000762,cust_0301,sub_00325,start,enterprise,2026-01-22T08:10:29Z
subevt_001874,cust_0134,sub_00814,cancel,pro,2026-01-24T18:47:56Z
subevt_000839,cust_0170,sub_00364,start,enterprise,2026-01-02T09:48:03Z
subevt_001213,cust_0332,sub_00523,start,enterprise,2026-01-29T22:00:22Z
subevt_001925,cust_0008,sub_00837,start,pro,2026-01-14T14:15:38Z
subevt_000680,cust_0184,sub_00291,renew,basic,2026-01-31T06:24:47Z
subevt_001783,cust_0138,sub_00776,renew,pro,2026-01-30T12:21:33Z
subevt_002197,cust_0010,sub_00956,cancel,pro,2026-01-15T00:42:13Z
subevt_002040,cust_0142,sub_00888,renew,enterprise,2026-01-24T16:52:37Z
subevt_001589,cust_0002,sub_00690,cancel,basic,2026-01-10T07:21:58Z
subevt_001334,cust_0226,sub_00577,renew,pro,2026-01-16T10:40:41Z
subevt_000428,cust_0289,sub_00180,renew,enterprise,2026-01-20T00:12:11Z
subevt_002087,cust_0017,sub_00909,renew,enterprise,2026-01-24T10:56:45Z
subevt_001856,cust_0163,sub_00807,start,basic,2026-01-24T02:27:06Z
subevt_001465,cust_0039,sub_00634,renew,enterprise,2026-01-31T18:34:24Z
subevt_000472,cust_0116,sub_00198,renew,pro,2026-01-31T11:34:46Z
subevt_000355,cust_0318,sub_00150,renew,pro,2026-01-16T03:39:10Z
subevt_000311,cust_0154,sub_00133,renew,basic,2026-01-09T10:08:50Z
subevt_001974,cust_0293,sub_00857,renew,pro,2026-01-27T19:48:08Z
subevt_001206,cust_0237,sub_00519,renew,enterprise,2026-01-22T11:21:39Z
subevt_000043,cust_0256,sub_00017,start,basic,2026-01-08T09:44:17Z
subevt_000705,cust_0159,sub_00301,start,pro,2026-01-22T16:37:20Z
subevt_000565,cust_0126,sub_00238,renew,enterprise,2026-01-31T18:45:14Z
subevt_000792,cust_0244,sub_00339,start,pro,2026-01-07T03:14:05Z
subevt_001616,cust_0270,sub_00702,renew,enterprise,2026-01-19T03:40:18Z
subevt_002304,cust_0393,sub_01005,start,enterprise,2026-01-28T00:24:24Z
subevt_001917,cust_0022,sub_00834,start,basic,2026-01-28T12:34:10Z
subevt_001049,cust_0199,sub_00452,start,enterprise,2026-01-13T02:59:55Z
subevt_000661,cust_0212,sub_00281,cancel,pro,2026-01-31T01:19:12Z
subevt_001598,cust_0116,sub_00694,renew,enterprise,2026-01-09T09:24:07Z
subevt_002257,cust_0305,sub_00984,renew,pro,2026-01-31T15:34:33Z
subevt_001335,cust_0226,sub_00577,renew,pro,2026-01-21T13:38:09Z
subevt_002062,cust_0021,sub_00898,renew,enterprise,2026-01-31T02:43:55Z
subevt_000034,cust_0149,sub_00013,renew,enterprise,2026-01-16T00:25:57Z
subevt_000151,cust_0395,sub_00058,cancel,pro,2026-01-04T16:14:50Z
subevt_001492,cust_0025,sub_00648,start,pro,2026-01-18T18:04:38Z
subevt_000706,cust_0159,sub_00301,renew,pro,2026-01-29T18:09:50Z
subevt_001842,cust_0320,sub_00802,renew,basic,2026-01-31T15:57:53Z
subevt_001149,cust_0177,sub_00497,renew,enterprise,2026-01-15T19:14:59Z
subevt_000558,cust_0108,sub_00235,renew,basic,2026-01-31T19:07:12Z
subevt_001010,cust_0366,sub_00436,start,enterprise,2026-01-16T18:03:03Z
subevt_001719,cust_0087,sub_00747,renew,basic,2026-01-25T06:29:45Z
subevt_001828,cust_0226,sub_00798,start,pro,2026-01-21T22:27:30Z
subevt_001820,cust_0147,sub_00793,renew,pro,2026-01-23T21:17:52Z
subevt_001559,cust_0196,sub_00678,renew,enterprise,2026-01-11T01:23:18Z
subevt_001201,cust_0346,sub_00517,renew,pro,2026-01-31T05:12:08Z
subevt_000171,cust_0245,sub_00068,renew,basic,2026-01-06T15:27:33Z
subevt_000880,cust_0364,sub_00380,cancel,basic,2026-01-20T21:37:55Z
subevt_000649,cust_0130,sub_00276,renew,pro,2026-01-31T15:00:38Z
subevt_000655,cust_0287,sub_00278,renew,pro,2026-01-19T05:51:33Z
subevt_000249,cust_0293,sub_00106,renew,pro,2026-01-18T15:44:52Z
subevt_000217,cust_0037,sub_00091,renew,pro,2026-01-24T17:37:44Z
subevt_001714,cust_0017,sub_00745,start,basic,2026-01-23T20:34:21Z
subevt_002182,cust_0003,sub_00950,start,enterprise,2026-01-05T08:42:49Z
subevt_000719,cust_0133,sub_00306,start,basic,2026-01-04T04:41:05Z
subevt_000088,cust_0159,sub_00034,start,enterprise,2026-01-05T00:25:55Z
subevt_001803,cust_0397,sub_00786,cancel,basic,2026-01-07T20:31:21Z
subevt_000457,cust_0353,sub_00192,renew,basic,2026-01-31T01:38:10Z
subevt_001218,cust_0281,sub_00524,renew,enterprise,2026-01-20T15:47:08Z
subevt_001778,cust_0316,sub_00775,renew,basic,2026-01-17T23:10:02Z
subevt_001914,cust_0206,sub_00832,renew,basic,2026-01-31T05:36:04Z
subevt_000201,cust_0198,sub_00084,start,enterprise,2026-01-26T07:41:03Z
subevt_001712,cust_0023,sub_00744,renew,pro,2026-01-19T14:09:55Z
subevt_000236,cust_0159,sub_00101,renew,pro,2026-01-18T08:32:33Z
subevt_001817,cust_0028,sub_00792,renew,basic,2026-01-18T23:20:26Z
subevt_000067,cust_0049,sub_00025,renew,basic,2026-01-21T23:09:55Z
subevt_000648,cust_0130,sub_00276,renew,pro,2026-01-28T06:47:53Z
subevt_002243,cust_0239,sub_00978,renew,enterprise,2026-01-27T10:36:45Z
subevt_001709,cust_0130,sub_00742,start,basic,2026-01-30T19:09:24Z
subevt_000080,cust_0256,sub_00030,renew,basic,2026-01-22T15:36:59Z
subevt_000451,cust_0106,sub_00190,renew,basic,2026-01-31T05:46:07Z
subevt_001995,cust_0143,sub_00867,start,basic,2026-01-12T07:09:48Z
subevt_002398,cust_0242,sub_01046,cancel,enterprise,2026-01-17T08:23:25Z
subevt_001178,cust_0191,sub_00508,cancel,pro,2026-01-22T06:33:20Z
subevt_002213,cust_0318,sub_00963,start,basic,2026-01-17T11:59:20Z
subevt_002211,cust_0131,sub_00962,renew,basic,2026-01-31T08:26:28Z
subevt_001986,cust_0352,sub_00863,cancel,basic,2026-01-14T05:50:24Z
subevt_000207,cust_0069,sub_00086,cancel,pro,2026-01-18T19:18:33Z
subevt_001539,cust_0388,sub_00668,start,pro,2026-01-16T06:32:47Z
subevt_000437,cust_0015,sub_00185,start,pro,2026-01-14T00:30:22Z
subevt_002306,cust_0374,sub_01006,renew,enterprise,2026-01-25T05:59:05Z
subevt_000326,cust_0289,sub_00138,renew,enterprise,2026-01-16T23:31:52Z
subevt_002023,cust_0332,sub_00880,start,enterprise,2026-01-27T09:39:34Z
subevt_001993,cust_0144,sub_00866,renew,pro,2026-01-31T06:53:15Z
subevt_000331,cust_0107,sub_00140,cancel,enterprise,2026-01-19T17:15:33Z
subevt_001848,cust_0398,sub_00804,renew,pro,2026-01-23T07:43:38Z
subevt_001355,cust_0062,sub_00585,start,enterprise,2026-01-29T08:46:45Z
subevt_000322,cust_0179,sub_00137,start,basic,2026-01-03T23:47:38Z
subevt_001377,cust_0136,sub_00597,start,enterprise,2026-01-01T05:56:35Z
subevt_000025,cust_0076,sub_00010,start,basic,2026-01-28T18:01:52Z
subevt_000892,cust_0150,sub_00386,start,pro,2026-01-28T02:56:20Z
subevt_002320,cust_0032,sub_01010,renew,basic,2026-01-28T18:46:15Z
subevt_001989,cust_0268,sub_00865,start,enterprise,2026-01-27T23:29:04Z
subevt_001935,cust_0289,sub_00842,renew,pro,2026-01-31T13:54:03Z
subevt_000211,cust_0058,sub_00088,renew,basic,2026-01-28T06:26:24Z
subevt_001978,cust_0094,sub_00858,cancel,enterprise,2026-01-12T06:02:05Z
subevt_000519,cust_0275,sub_00217,renew,pro,2026-01-04T04:15:44Z
subevt_002043,cust_0321,sub_00889,renew,enterprise,2026-01-16T18:25:56Z
subevt_001791,cust_0293,sub_00779,renew,enterprise,2026-01-15T09:48:19Z
subevt_000573,cust_0236,sub_00243,start,basic,2026-01-03T22:09:44Z
subevt_001155,cust_0096,sub_00501,renew,enterprise,2026-01-29T12:20:15Z
subevt_000243,cust_0106,sub_00104,start,pro,2026-01-17T01:38:55Z
subevt_002369,cust_0102,sub_01032,start,basic,2026-01-07T03:32:19Z
subevt_000375,cust_0120,sub_00159,start,basic,2026-01-06T03:46:26Z
subevt_001627,cust_0018,sub_00706,start,basic,2026-01-24T05:51:53Z
subevt_000181,cust_0276,sub_00073,renew,basic,2026-01-28T09:34:38Z
subevt_002278,cust_0393,sub_00993,cancel,basic,2026-01-31T21:24:52Z
subevt_001151,cust_0079,sub_00498,cancel,pro,2026-01-24T19:42:56Z
subevt_001456,cust_0274,sub_00630,renew,pro,2026-01-14T23:14:41Z
subevt_000335,cust_0005,sub_00142,start,enterprise,2026-01-06T16:19:52Z
subevt_000465,cust_0050,sub_00196,renew,enterprise,2026-01-02T05:24:53Z
subevt_000941,cust_0369,sub_00406,start,enterprise,2026-01-02T11:05:53Z
subevt_001406,cust_0236,sub_00610,renew,basic,2026-01-30T03:52:14Z
subevt_001144,cust_0183,sub_00496,start,pro,2026-01-29T00:34:06Z
subevt_001996,cust_0143,sub_00867,renew,basic,2026-01-21T08:31:48Z
subevt_000239,cust_0297,sub_00102,renew,basic,2026-01-31T00:39:56Z
subevt_002169,cust_0341,sub_00943,renew,basic,2026-01-31T09:01:18Z
subevt_002212,cust_0131,sub_00962,renew,basic,2026-01-31T23:27:04Z
subevt_001041,cust_0010,sub_00449,renew,basic,2026-01-20T08:12:37Z
subevt_002321,cust_0360,sub_01011,start,enterprise,2026-01-29T22:51:31Z
subevt_000989,cust_0055,sub_00428,start,basic,2026-01-08T15:20:48Z
subevt_001606,cust_0399,sub_00697,start,pro,2026-01-30T17:36:40Z
subevt_000685,cust_0345,sub_00293,start,enterprise,2026-01-30T12:57:58Z
subevt_002383,cust_0036,sub_01039,start,pro,2026-01-19T21:26:10Z
subevt_000526,cust_0063,sub_00219,renew,basic,2026-01-31T03:11:47Z
subevt_001968,cust_0172,sub_00855,start,pro,2026-01-16T05:57:58Z
subevt_001729,cust_0098,sub_00752,start,basic,2026-01-15T02:34:03Z
subevt_002229,cust_0067,sub_00971,renew,enterprise,2026-01-21T04:45:43Z
subevt_000605,cust_0094,sub_00256,renew,basic,2026-01-23T15:22:57Z
subevt_001254,cust_0307,sub_00537,renew,basic,2026-01-21T19:19:26Z
subevt_002248,cust_0012,sub_00979,cancel,basic,2026-01-21T19:13:01Z
subevt_001555,cust_0013,sub_00677,renew,pro,2026-01-09T03:30:38Z
subevt_000111,cust_0208,sub_00043,start,enterprise,2026-01-09T19:07:28Z
subevt_000662,cust_0291,sub_00282,start,basic,2026-01-01T01:42:34Z
subevt_002165,cust_0102,sub_00942,start,enterprise,2026-01-28T03:49:50Z
subevt_001347,cust_0223,sub_00582,renew,enterprise,2026-01-14T19:54:21Z
subevt_001693,cust_0128,sub_00735,renew,pro,2026-01-10T11:20:16Z
subevt_000191,cust_0025,sub_00078,renew,basic,2026-01-31T21:43:37Z
subevt_001468,cust_0328,sub_00636,start,pro,2026-01-27T06:33:34Z
subevt_002227,cust_0219,sub_00970,renew,pro,2026-01-26T05:49:40Z
subevt_000149,cust_0284,sub_00057,cancel,basic,2026-01-31T15:30:58Z
subevt_000186,cust_0134,sub_00076,renew,basic,2026-01-31T13:28:04Z
subevt_000152,cust_0396,sub_00059,start,basic,2026-01-13T14:57:46Z
subevt_000280,cust_0175,sub_00119,renew,basic,2026-01-31T17:07:03Z
subevt_001756,cust_0010,sub_00764,renew,enterprise,2026-01-28T03:08:30Z
subevt_000726,cust_0186,sub_00309,start,enterprise,2026-01-24T09:30:15Z
subevt_002052,cust_0247,sub_00893,start,pro,2026-01-23T21:21:02Z
subevt_001546,cust_0227,sub_00671,start,pro,2026-01-14T13:21:00Z
subevt_001145,cust_0183,sub_00496,renew,pro,2026-01-31T06:12:45Z
subevt_001403,cust_0268,sub_00609,renew,enterprise,2026-01-21T20:22:57Z
subevt_000510,cust_0280,sub_00213,start,pro,2026-01-30T17:52:28Z
subevt_001727,cust_0204,sub_00751,renew,enterprise,2026-01-27T23:52:16Z
subevt_001137,cust_0196,sub_00493,start,pro,2026-01-13T10:06:48Z
subevt_000441,cust_0284,sub_00187,start,pro,2026-01-06T18:27:20Z
subevt_002389,cust_0185,sub_01042,start,pro,2026-01-18T23:57:18Z
subevt_000429,cust_0196,sub_00181,start,enterprise,2026-01-18T02:51:41Z
subevt_001695,cust_0135,sub_00736,renew,basic,2026-01-06T01:11:13Z
subevt_001307,cust_0089,sub_00562,renew,enterprise,2026-01-27T03:56:51Z
subevt_000622,cust_0309,sub_00264,cancel,pro,2026-01-31T18:05:14Z
subevt_000304,cust_0051,sub_00129,renew,pro,2026-01-27T22:19:13Z
subevt_002086,cust_0017,sub_00909,start,enterprise,2026-01-21T11:08:51Z
subevt_001121,cust_0220,sub_00485,start,basic,2026-01-06T06:18:55Z
subevt_000697,cust_0166,sub_00298,renew,basic,2026-01-31T08:18:58Z
subevt_000909,cust_0313,sub_00394,start,pro,2026-01-19T12:36:21Z
subevt_000202,cust_0198,sub_00084,renew,enterprise,2026-01-31T16:02:46Z
subevt_002326,cust_0232,sub_01012,renew,pro,2026-01-13T11:11:23Z
subevt_001156,cust_0096,sub_00501,renew,enterprise,2026-01-31T00:33:00Z
subevt_000005,cust_0163,sub_00002,renew,pro,2026-01-26T09:26:56Z
subevt_000683,cust_0132,sub_00292,renew,basic,2026-01-15T15:04:10Z
subevt_000462,cust_0085,sub_00195,start,pro,2026-01-25T14:44:44Z
subevt_001472,cust_0273,sub_00637,renew,enterprise,2026-01-31T03:04:56Z
subevt_002205,cust_0206,sub_00959,renew,pro,2026-01-31T16:22:34Z
subevt_000868,cust_0151,sub_00376,start,pro,2026-01-10T22:10:39Z
subevt_001651,cust_0165,sub_00715,renew,pro,2026-01-26T18:09:35Z
subevt_000703,cust_0235,sub_00300,renew,enterprise,2026-01-14T08:16:27Z
subevt_002160,cust_0048,sub_00940,start,pro,2026-01-15T10:09:39Z
subevt_001051,cust_0199,sub_00452,renew,enterprise,2026-01-18T16:56:44Z
subevt_001444,cust_0048,sub_00626,start,enterprise,2026-01-26T06:21:19Z
subevt_001392,cust_0150,sub_00603,start,pro,2026-01-15T10:09:07Z
subevt_001123,cust_0104,sub_00486,start,enterprise,2026-01-22T02:55:20Z
subevt_002190,cust_0160,sub_00953,start,pro,2026-01-29T21:49:01Z
subevt_000314,cust_0357,sub_00134,start,pro,2026-01-22T21:00:57Z
subevt_000282,cust_0244,sub_00120,start,pro,2026-01-19T11:54:18Z
subevt_002142,cust_0333,sub_00934,renew,basic,2026-01-21T01:56:31Z
subevt_000203,cust_0185,sub_00085,start,pro,2026-01-01T10:16:09Z
subevt_002258,cust_0171,sub_00985,start,pro,2026-01-01T01:15:30Z
subevt_000189,cust_0025,sub_00078,start,basic,2026-01-24T14:19:44Z
subevt_000759,cust_0318,sub_00323,start,enterprise,2026-01-20T15:49:31Z
subevt_000063,cust_0272,sub_00023,cancel,pro,2026-01-18T22:04:34Z
subevt_000416,cust_0047,sub_00176,start,pro,2026-01-29T10:09:28Z
subevt_002214,cust_0318,sub_00963,renew,basic,2026-01-23T08:06:32Z
subevt_001503,cust_0191,sub_00653,renew,pro,2026-01-31T08:21:12Z
subevt_001698,cust_0237,sub_00737,renew,basic,2026-01-21T22:54:50Z
subevt_002177,cust_0146,sub_00947,start,basic,2026-01-20T04:58:28Z
subevt_000389,cust_0207,sub_00163,cancel,basic,2026-01-14T01:30:29Z
subevt_000612,cust_0109,sub_00259,renew,pro,2026-01-23T08:46:55Z
subevt_001363,cust_0016,sub_00589,renew,basic,2026-01-23T14:06:12Z
subevt_000078,cust_0256,sub_00030,start,basic,2026-01-12T00:05:02Z
subevt_001006,cust_0016,sub_00434,renew,enterprise,2026-01-30T10:25:13Z
subevt_001414,cust_0035,sub_00613,renew,enterprise,2026-01-20T16:00:24Z
subevt_000962,cust_0046,sub_00415,start,basic,2026-01-15T21:29:07Z
subevt_001114,cust_0048,sub_00482,start,basic,2026-01-31T22:13:00Z
subevt_000635,cust_0090,sub_00271,start,enterprise,2026-01-06T20:50:45Z
subevt_000364,cust_0225,sub_00154,renew,enterprise,2026-01-31T14:24:19Z
subevt_000370,cust_0016,sub_00156,renew,basic,2026-01-31T16:07:34Z
subevt_000895,cust_0351,sub_00387,start,basic,2026-01-27T22:11:04Z
subevt_000665,cust_0304,sub_00283,start,pro,2026-01-10T12:22:20Z
subevt_001340,cust_0199,sub_00579,renew,enterprise,2026-01-21T13:10:40Z
subevt_000891,cust_0219,sub_00385,renew,enterprise,2026-01-11T02:38:37Z
subevt_002325,cust_0232,sub_01012,renew,pro,2026-01-10T17:45:15Z
subevt_000904,cust_0034,sub_00391,start,enterprise,2026-01-26T18:55:47Z
subevt_000470,cust_0116,sub_00198,start,pro,2026-01-30T12:16:17Z
subevt_000388,cust_0207,sub_00163,renew,basic,2026-01-08T09:51:40Z
subevt_001744,cust_0327,sub_00759,start,enterprise,2026-01-16T23:28:43Z
subevt_002104,cust_0136,sub_00917,renew,enterprise,2026-01-13T01:36:00Z
subevt_002264,cust_0107,sub_00987,renew,basic,2026-01-16T09:13:07Z
subevt_000928,cust_0053,sub_00400,start,basic,2026-01-20T19:52:01Z
subevt_001479,cust_0344,sub_00641,start,pro,2026-01-25T09:48:35Z
subevt_000521,cust_0240,sub_00218,start,basic,2026-01-03T15:56:12Z
subevt_000879,cust_0364,sub_00380,start,basic,2026-01-13T21:07:29Z
subevt_001378,cust_0136,sub_00597,renew,enterprise,2026-01-11T10:06:55Z
subevt_001228,cust_0018,sub_00527,renew,enterprise,2026-01-19T02:50:48Z
subevt_000595,cust_0272,sub_00252,renew,basic,2026-01-10T22:29:36Z
subevt_000444,cust_0053,sub_00188,renew,enterprise,2026-01-29T01:39:55Z
subevt_002299,cust_0318,sub_01002,renew,pro,2026-01-16T22:52:43Z
subevt_002099,cust_0320,sub_00915,renew,pro,2026-01-31T18:47:58Z
subevt_000421,cust_0253,sub_00177,renew,enterprise,2026-01-03T02:21:33Z
subevt_000794,cust_0069,sub_00341,start,enterprise,2026-01-01T16:10:57Z
subevt_001438,cust_0087,sub_00624,start,basic,2026-01-07T03:15:27Z
subevt_002094,cust_0299,sub_00912,renew,enterprise,2026-01-31T03:34:55Z
subevt_001176,cust_0191,sub_00508,renew,pro,2026-01-22T21:49:32Z
subevt_000949,cust_0081,sub_00409,start,enterprise,2026-01-21T13:09:03Z
subevt_000338,cust_0295,sub_00143,renew,basic,2026-01-30T13:01:31Z
subevt_000410,cust_0011,sub_00174,start,basic,2026-01-19T18:10:33Z
subevt_001686,cust_0059,sub_00731,cancel,basic,2026-01-24T01:41:29Z
subevt_002293,cust_0246,sub_01000,start,pro,2026-01-13T06:30:28Z
subevt_001089,cust_0049,sub_00468,renew,pro,2026-01-31T00:15:13Z
subevt_000090,cust_0159,sub_00034,renew,enterprise,2026-01-11T15:59:38Z
subevt_000727,cust_0186,sub_00309,cancel,enterprise,2026-01-29T13:47:43Z
subevt_002342,cust_0268,sub_01019,renew,enterprise,2026-01-31T06:16:22Z
subevt_000244,cust_0106,sub_00104,renew,pro,2026-01-21T09:58:58Z
subevt_000396,cust_0078,sub_00166,start,pro,2026-01-13T21:51:38Z
subevt_001946,cust_0077,sub_00847,start,basic,2026-01-23T04:47:16Z
subevt_000929,cust_0053,sub_00400,renew,basic,2026-01-26T09:02:40Z
subevt_001644,cust_0350,sub_00712,renew,basic,2026-01-23T03:10:14Z
subevt_000276,cust_0364,sub_00117,cancel,enterprise,2026-01-26T09:53:04Z
subevt_001764,cust_0261,sub_00767,renew,enterprise,2026-01-28T09:35:05Z
subevt_001109,cust_0027,sub_00479,start,basic,2026-01-05T22:52:10Z
subevt_000192,cust_0019,sub_00079,start,basic,2026-01-03T08:09:30Z
subevt_001679,cust_0153,sub_00728,start,pro,2026-01-09T23:23:20Z
subevt_000981,cust_0222,sub_00424,start,enterprise,2026-01-19T23:44:44Z
subevt_000625,cust_0279,sub_00265,renew,basic,2026-01-26T17:23:19Z
subevt_001118,cust_0227,sub_00484,start,basic,2026-01-05T07:12:46Z
subevt_001172,cust_0223,sub_00507,start,pro,2026-01-07T20:06:31Z
